id_code,experiment,plate,well,sirna
HEPG2-06_1_D22,HEPG2-06,1,D22,sirna_218
HEPG2-07_1_O22,HEPG2-07,1,O22,sirna_767
U2OS-03_4_B13,U2OS-03,4,B13,sirna_971
HEPG2-03_1_M09,HEPG2-03,1,M09,sirna_593
RPE-07_1_L17,RPE-07,1,L17,sirna_1013
RPE-06_2_G23,RPE-06,2,G23,sirna_629
HUVEC-15_3_H16,HUVEC-15,3,H16,sirna_1074
RPE-06_4_D11,RPE-06,4,D11,sirna_77
HUVEC-03_4_I03,HUVEC-03,4,I03,sirna_500
HEPG2-02_3_J21,HEPG2-02,3,J21,sirna_745
RPE-06_4_G08,RPE-06,4,G08,sirna_1039
HUVEC-15_2_E11,HUVEC-15,2,E11,sirna_32
RPE-07_2_M08,RPE-07,2,M08,sirna_721
HEPG2-06_3_O14,HEPG2-06,3,O14,sirna_576
HEPG2-06_3_D12,HEPG2-06,3,D12,sirna_354
HUVEC-10_4_J08,HUVEC-10,4,J08,sirna_131
RPE-03_1_E10,RPE-03,1,E10,sirna_969
HUVEC-09_3_F17,HUVEC-09,3,F17,sirna_396
HEPG2-03_3_K09,HEPG2-03,3,K09,sirna_514
U2OS-01_2_O20,U2OS-01,2,O20,sirna_1026
HEPG2-04_1_D11,HEPG2-04,1,D11,sirna_985
HUVEC-06_4_O10,HUVEC-06,4,O10,sirna_176
RPE-02_1_B14,RPE-02,1,B14,sirna_439
HUVEC-10_4_F17,HUVEC-10,4,F17,sirna_981
HUVEC-08_2_E02,HUVEC-08,2,E02,sirna_200
RPE-05_1_K05,RPE-05,1,K05,sirna_859
HUVEC-11_4_J14,HUVEC-11,4,J14,sirna_559
HUVEC-03_3_O08,HUVEC-03,3,O08,sirna_609
U2OS-03_1_D17,U2OS-03,1,D17,sirna_348
HUVEC-06_4_E11,HUVEC-06,4,E11,sirna_205
U2OS-02_2_H02,U2OS-02,2,H02,sirna_8
RPE-06_4_K18,RPE-06,4,K18,sirna_559
HUVEC-01_1_B13,HUVEC-01,1,B13,sirna_419
HUVEC-13_4_K19,HUVEC-13,4,K19,sirna_412
RPE-01_1_G17,RPE-01,1,G17,sirna_234
U2OS-01_3_D15,U2OS-01,3,D15,sirna_158
RPE-06_1_K18,RPE-06,1,K18,sirna_336
HEPG2-05_2_K03,HEPG2-05,2,K03,sirna_227
HEPG2-07_2_N03,HEPG2-07,2,N03,sirna_255
HUVEC-09_3_G21,HUVEC-09,3,G21,sirna_1015
HUVEC-13_1_F09,HUVEC-13,1,F09,sirna_1134
U2OS-02_4_E14,U2OS-02,4,E14,sirna_125
HEPG2-07_1_O14,HEPG2-07,1,O14,sirna_348
RPE-03_2_K08,RPE-03,2,K08,sirna_595
RPE-07_4_L15,RPE-07,4,L15,sirna_1002
HUVEC-01_2_I04,HUVEC-01,2,I04,sirna_886
RPE-06_2_D10,RPE-06,2,D10,sirna_442
HUVEC-13_2_C13,HUVEC-13,2,C13,sirna_1091
U2OS-01_2_K13,U2OS-01,2,K13,sirna_133
U2OS-01_1_O05,U2OS-01,1,O05,sirna_916
HEPG2-05_4_K07,HEPG2-05,4,K07,sirna_1126
HEPG2-01_3_E07,HEPG2-01,3,E07,sirna_588
HEPG2-06_3_E10,HEPG2-06,3,E10,sirna_190
RPE-02_1_B19,RPE-02,1,B19,sirna_814
HEPG2-06_4_G03,HEPG2-06,4,G03,sirna_236
HEPG2-07_1_D06,HEPG2-07,1,D06,sirna_430
HEPG2-02_4_F20,HEPG2-02,4,F20,sirna_791
RPE-03_2_O02,RPE-03,2,O02,sirna_499
RPE-04_2_O09,RPE-04,2,O09,sirna_233
U2OS-01_1_B12,U2OS-01,1,B12,sirna_1075
RPE-02_3_M02,RPE-02,3,M02,sirna_1017
U2OS-03_1_J20,U2OS-03,1,J20,sirna_487
HUVEC-02_4_K21,HUVEC-02,4,K21,sirna_316
RPE-05_1_L17,RPE-05,1,L17,sirna_986
U2OS-02_4_E18,U2OS-02,4,E18,sirna_214
HEPG2-03_1_B16,HEPG2-03,1,B16,sirna_180
HUVEC-15_2_G19,HUVEC-15,2,G19,sirna_394
RPE-01_2_C08,RPE-01,2,C08,sirna_404
RPE-07_1_O16,RPE-07,1,O16,sirna_348
HUVEC-07_2_O16,HUVEC-07,2,O16,sirna_151
HUVEC-09_1_K03,HUVEC-09,1,K03,sirna_1125
RPE-01_2_H05,RPE-01,2,H05,sirna_362
HUVEC-11_1_C21,HUVEC-11,1,C21,sirna_929
U2OS-01_3_B07,U2OS-01,3,B07,sirna_504
HEPG2-01_1_I07,HEPG2-01,1,I07,sirna_364
HEPG2-04_1_B11,HEPG2-04,1,B11,sirna_907
HUVEC-12_3_M21,HUVEC-12,3,M21,sirna_947
HUVEC-13_4_O09,HUVEC-13,4,O09,sirna_357
RPE-05_2_N15,RPE-05,2,N15,sirna_457
HUVEC-06_3_D10,HUVEC-06,3,D10,sirna_802
HUVEC-01_3_D17,HUVEC-01,3,D17,sirna_729
HUVEC-05_3_D21,HUVEC-05,3,D21,sirna_729
HUVEC-03_2_H10,HUVEC-03,2,H10,sirna_905
HUVEC-06_3_L08,HUVEC-06,3,L08,sirna_1118
HUVEC-15_1_M12,HUVEC-15,1,M12,sirna_57
HEPG2-04_3_J18,HEPG2-04,3,J18,sirna_20
HUVEC-10_3_L13,HUVEC-10,3,L13,sirna_614
HUVEC-09_3_O12,HUVEC-09,3,O12,sirna_1049
HUVEC-13_2_H02,HUVEC-13,2,H02,sirna_489
HUVEC-05_3_G19,HUVEC-05,3,G19,sirna_408
HUVEC-02_2_K23,HUVEC-02,2,K23,sirna_1117
HEPG2-01_2_L09,HEPG2-01,2,L09,sirna_931
HUVEC-12_4_B15,HUVEC-12,4,B15,sirna_762
HUVEC-12_3_L13,HUVEC-12,3,L13,sirna_1029
HUVEC-08_1_E13,HUVEC-08,1,E13,sirna_711
U2OS-01_1_F23,U2OS-01,1,F23,sirna_588
HEPG2-04_1_I08,HEPG2-04,1,I08,sirna_872
RPE-06_4_E06,RPE-06,4,E06,sirna_57
RPE-03_4_E16,RPE-03,4,E16,sirna_562
HUVEC-05_3_N23,HUVEC-05,3,N23,sirna_503
HUVEC-13_1_C20,HUVEC-13,1,C20,sirna_1054
HUVEC-08_3_K20,HUVEC-08,3,K20,sirna_1096
RPE-03_4_K03,RPE-03,4,K03,sirna_667
HUVEC-06_2_N06,HUVEC-06,2,N06,sirna_7
RPE-01_1_I06,RPE-01,1,I06,sirna_263
HUVEC-01_2_J12,HUVEC-01,2,J12,sirna_783
U2OS-02_2_E08,U2OS-02,2,E08,sirna_184
RPE-05_2_C04,RPE-05,2,C04,sirna_623
HUVEC-01_4_O05,HUVEC-01,4,O05,sirna_913
HEPG2-01_4_I07,HEPG2-01,4,I07,sirna_533
HEPG2-04_4_G12,HEPG2-04,4,G12,sirna_176
HUVEC-13_4_O21,HUVEC-13,4,O21,sirna_862
HUVEC-05_1_L02,HUVEC-05,1,L02,sirna_367
RPE-07_1_B07,RPE-07,1,B07,sirna_1127
HUVEC-11_4_F17,HUVEC-11,4,F17,sirna_148
RPE-03_3_I06,RPE-03,3,I06,sirna_798
RPE-07_1_F17,RPE-07,1,F17,sirna_985
HUVEC-01_4_K21,HUVEC-01,4,K21,sirna_530
U2OS-02_3_L18,U2OS-02,3,L18,sirna_644
HUVEC-06_3_E14,HUVEC-06,3,E14,sirna_454
RPE-04_2_C09,RPE-04,2,C09,sirna_170
HUVEC-15_4_I13,HUVEC-15,4,I13,sirna_185
HUVEC-02_2_E09,HUVEC-02,2,E09,sirna_157
HUVEC-01_1_E19,HUVEC-01,1,E19,sirna_985
HUVEC-02_3_N17,HUVEC-02,3,N17,sirna_268
HUVEC-01_2_L22,HUVEC-01,2,L22,sirna_645
HEPG2-04_4_I22,HEPG2-04,4,I22,sirna_211
HUVEC-13_1_J20,HUVEC-13,1,J20,sirna_1038
HEPG2-04_3_I08,HEPG2-04,3,I08,sirna_609
HEPG2-07_4_C09,HEPG2-07,4,C09,sirna_892
HUVEC-05_1_G16,HUVEC-05,1,G16,sirna_611
HEPG2-05_1_H06,HEPG2-05,1,H06,sirna_995
HEPG2-04_4_H13,HEPG2-04,4,H13,sirna_808
HUVEC-12_3_O18,HUVEC-12,3,O18,sirna_0
HUVEC-15_3_E06,HUVEC-15,3,E06,sirna_162
HUVEC-04_2_E10,HUVEC-04,2,E10,sirna_760
HEPG2-01_2_D15,HEPG2-01,2,D15,sirna_645
HEPG2-06_3_I21,HEPG2-06,3,I21,sirna_11
U2OS-03_3_H12,U2OS-03,3,H12,sirna_935
HUVEC-02_2_N12,HUVEC-02,2,N12,sirna_154
HEPG2-07_4_D10,HEPG2-07,4,D10,sirna_19
RPE-04_1_G13,RPE-04,1,G13,sirna_622
HUVEC-08_1_L16,HUVEC-08,1,L16,sirna_496
HUVEC-10_2_F10,HUVEC-10,2,F10,sirna_1068
U2OS-03_4_N15,U2OS-03,4,N15,sirna_352
HUVEC-07_2_B09,HUVEC-07,2,B09,sirna_762
RPE-07_2_H18,RPE-07,2,H18,sirna_623
HUVEC-14_3_K12,HUVEC-14,3,K12,sirna_502
RPE-06_3_K11,RPE-06,3,K11,sirna_861
HEPG2-05_2_D05,HEPG2-05,2,D05,sirna_371
HUVEC-02_1_E17,HUVEC-02,1,E17,sirna_622
HUVEC-14_2_O10,HUVEC-14,2,O10,sirna_1103
HUVEC-16_2_D03,HUVEC-16,2,D03,sirna_300
HUVEC-08_3_N17,HUVEC-08,3,N17,sirna_408
HEPG2-06_2_D22,HEPG2-06,2,D22,sirna_96
RPE-04_4_M06,RPE-04,4,M06,sirna_541
HUVEC-06_3_K03,HUVEC-06,3,K03,sirna_1009
RPE-02_3_K22,RPE-02,3,K22,sirna_570
HUVEC-06_4_L10,HUVEC-06,4,L10,sirna_674
RPE-03_4_N16,RPE-03,4,N16,sirna_282
HUVEC-04_1_E06,HUVEC-04,1,E06,sirna_251
HUVEC-15_3_F09,HUVEC-15,3,F09,sirna_121
U2OS-03_2_O21,U2OS-03,2,O21,sirna_900
RPE-03_1_F12,RPE-03,1,F12,sirna_9
HUVEC-06_2_M06,HUVEC-06,2,M06,sirna_642
RPE-02_1_D08,RPE-02,1,D08,sirna_779
HEPG2-06_3_E18,HEPG2-06,3,E18,sirna_331
HUVEC-05_1_J13,HUVEC-05,1,J13,sirna_997
HUVEC-06_2_B17,HUVEC-06,2,B17,sirna_1020
HUVEC-16_2_L23,HUVEC-16,2,L23,sirna_1014
HUVEC-09_3_D10,HUVEC-09,3,D10,sirna_236
HUVEC-04_2_N17,HUVEC-04,2,N17,sirna_578
RPE-02_4_D22,RPE-02,4,D22,sirna_833
U2OS-03_4_J06,U2OS-03,4,J06,sirna_290
HUVEC-15_4_F13,HUVEC-15,4,F13,sirna_906
U2OS-03_2_L21,U2OS-03,2,L21,sirna_450
HUVEC-16_3_H10,HUVEC-16,3,H10,sirna_707
HUVEC-12_1_J06,HUVEC-12,1,J06,sirna_189
HUVEC-09_4_G14,HUVEC-09,4,G14,sirna_279
HEPG2-03_2_O06,HEPG2-03,2,O06,sirna_886
RPE-06_3_L12,RPE-06,3,L12,sirna_819
HEPG2-02_3_N06,HEPG2-02,3,N06,sirna_795
U2OS-02_2_C06,U2OS-02,2,C06,sirna_623
RPE-05_4_N07,RPE-05,4,N07,sirna_371
U2OS-01_2_C02,U2OS-01,2,C02,sirna_283
U2OS-03_2_B23,U2OS-03,2,B23,sirna_56
HUVEC-01_1_J04,HUVEC-01,1,J04,sirna_1062
HEPG2-01_4_K05,HEPG2-01,4,K05,sirna_762
RPE-05_4_D18,RPE-05,4,D18,sirna_950
HUVEC-11_4_K05,HUVEC-11,4,K05,sirna_813
U2OS-02_4_B05,U2OS-02,4,B05,sirna_833
HUVEC-10_4_D04,HUVEC-10,4,D04,sirna_907
HUVEC-02_3_O03,HUVEC-02,3,O03,sirna_741
RPE-07_1_E18,RPE-07,1,E18,sirna_496
RPE-02_2_M02,RPE-02,2,M02,sirna_605
U2OS-03_1_F23,U2OS-03,1,F23,sirna_788
HUVEC-15_4_D17,HUVEC-15,4,D17,sirna_811
HEPG2-05_1_K19,HEPG2-05,1,K19,sirna_314
RPE-02_3_H18,RPE-02,3,H18,sirna_535
HEPG2-01_1_H23,HEPG2-01,1,H23,sirna_521
HUVEC-05_3_G02,HUVEC-05,3,G02,sirna_829
HUVEC-06_2_E19,HUVEC-06,2,E19,sirna_65
HUVEC-04_1_F21,HUVEC-04,1,F21,sirna_250
HEPG2-04_1_C16,HEPG2-04,1,C16,sirna_562
HEPG2-01_2_J05,HEPG2-01,2,J05,sirna_1028
RPE-02_3_J17,RPE-02,3,J17,sirna_1084
HUVEC-04_1_G18,HUVEC-04,1,G18,sirna_131
U2OS-01_3_N09,U2OS-01,3,N09,sirna_1115
HUVEC-01_1_F09,HUVEC-01,1,F09,sirna_1016
HEPG2-01_3_L18,HEPG2-01,3,L18,sirna_1096
HUVEC-06_2_O15,HUVEC-06,2,O15,sirna_57
HUVEC-06_3_I10,HUVEC-06,3,I10,sirna_17
HUVEC-04_1_B03,HUVEC-04,1,B03,sirna_1098
RPE-04_2_H13,RPE-04,2,H13,sirna_970
HEPG2-04_1_G07,HEPG2-04,1,G07,sirna_943
HUVEC-04_2_J16,HUVEC-04,2,J16,sirna_48
U2OS-02_3_D09,U2OS-02,3,D09,sirna_84
HUVEC-10_3_M20,HUVEC-10,3,M20,sirna_248
HUVEC-08_3_G16,HUVEC-08,3,G16,sirna_570
HEPG2-01_2_D05,HEPG2-01,2,D05,sirna_319
U2OS-01_2_F05,U2OS-01,2,F05,sirna_294
HEPG2-01_1_I13,HEPG2-01,1,I13,sirna_930
U2OS-02_2_I13,U2OS-02,2,I13,sirna_783
HUVEC-02_4_L16,HUVEC-02,4,L16,sirna_592
HUVEC-03_2_N21,HUVEC-03,2,N21,sirna_469
RPE-04_4_F16,RPE-04,4,F16,sirna_277
HUVEC-04_1_D05,HUVEC-04,1,D05,sirna_419
HUVEC-01_4_E21,HUVEC-01,4,E21,sirna_833
HUVEC-14_2_J14,HUVEC-14,2,J14,sirna_349
RPE-01_3_K20,RPE-01,3,K20,sirna_301
RPE-07_4_L02,RPE-07,4,L02,sirna_83
RPE-03_1_E05,RPE-03,1,E05,sirna_199
RPE-05_4_J10,RPE-05,4,J10,sirna_339
HEPG2-05_4_G05,HEPG2-05,4,G05,sirna_1125
U2OS-02_4_K16,U2OS-02,4,K16,sirna_244
RPE-02_4_F17,RPE-02,4,F17,sirna_19
HUVEC-01_4_K11,HUVEC-01,4,K11,sirna_772
HUVEC-15_4_K06,HUVEC-15,4,K06,sirna_930
HUVEC-02_1_I20,HUVEC-02,1,I20,sirna_544
HUVEC-09_4_J20,HUVEC-09,4,J20,sirna_757
HUVEC-05_1_N15,HUVEC-05,1,N15,sirna_224
HEPG2-04_1_J14,HEPG2-04,1,J14,sirna_575
HUVEC-01_1_D14,HUVEC-01,1,D14,sirna_464
HEPG2-06_3_D11,HEPG2-06,3,D11,sirna_685
RPE-07_2_D07,RPE-07,2,D07,sirna_208
U2OS-02_1_B23,U2OS-02,1,B23,sirna_1047
HEPG2-04_2_O18,HEPG2-04,2,O18,sirna_665
HEPG2-05_1_M08,HEPG2-05,1,M08,sirna_346
HUVEC-02_2_B06,HUVEC-02,2,B06,sirna_128
HUVEC-05_3_N06,HUVEC-05,3,N06,sirna_361
HUVEC-02_3_H20,HUVEC-02,3,H20,sirna_165
HUVEC-07_2_H20,HUVEC-07,2,H20,sirna_696
HEPG2-03_4_E11,HEPG2-03,4,E11,sirna_1107
HUVEC-04_3_N03,HUVEC-04,3,N03,sirna_126
RPE-04_1_K23,RPE-04,1,K23,sirna_872
HUVEC-06_4_N03,HUVEC-06,4,N03,sirna_925
HUVEC-08_1_M06,HUVEC-08,1,M06,sirna_684
HUVEC-13_4_D14,HUVEC-13,4,D14,sirna_97
RPE-05_1_I21,RPE-05,1,I21,sirna_209
HUVEC-07_3_E11,HUVEC-07,3,E11,sirna_229
HEPG2-02_2_K19,HEPG2-02,2,K19,sirna_1125
HUVEC-06_3_G23,HUVEC-06,3,G23,sirna_293
RPE-02_3_E19,RPE-02,3,E19,sirna_117
HUVEC-15_4_E22,HUVEC-15,4,E22,sirna_310
HEPG2-06_4_O08,HEPG2-06,4,O08,sirna_911
HUVEC-03_3_J16,HUVEC-03,3,J16,sirna_570
HUVEC-09_2_B21,HUVEC-09,2,B21,sirna_414
HEPG2-03_3_N08,HEPG2-03,3,N08,sirna_646
HUVEC-03_3_C05,HUVEC-03,3,C05,sirna_923
RPE-04_3_E05,RPE-04,3,E05,sirna_790
HUVEC-03_3_K06,HUVEC-03,3,K06,sirna_580
HUVEC-02_2_I08,HUVEC-02,2,I08,sirna_362
RPE-06_4_D17,RPE-06,4,D17,sirna_128
HEPG2-06_2_O22,HEPG2-06,2,O22,sirna_340
HUVEC-03_2_C09,HUVEC-03,2,C09,sirna_308
HUVEC-01_1_H06,HUVEC-01,1,H06,sirna_372
HUVEC-14_3_K05,HUVEC-14,3,K05,sirna_932
HUVEC-13_4_F09,HUVEC-13,4,F09,sirna_758
HUVEC-03_3_I05,HUVEC-03,3,I05,sirna_874
RPE-04_2_I13,RPE-04,2,I13,sirna_703
HUVEC-09_4_O15,HUVEC-09,4,O15,sirna_850
U2OS-02_2_N08,U2OS-02,2,N08,sirna_119
RPE-04_2_J21,RPE-04,2,J21,sirna_340
RPE-01_2_K02,RPE-01,2,K02,sirna_1100
HUVEC-12_3_E03,HUVEC-12,3,E03,sirna_801
HEPG2-07_1_E16,HEPG2-07,1,E16,sirna_723
HUVEC-13_2_N04,HUVEC-13,2,N04,sirna_443
RPE-01_4_B14,RPE-01,4,B14,sirna_1001
HUVEC-02_2_E18,HUVEC-02,2,E18,sirna_70
RPE-06_3_B04,RPE-06,3,B04,sirna_1004
RPE-04_2_B19,RPE-04,2,B19,sirna_28
HUVEC-10_1_E13,HUVEC-10,1,E13,sirna_38
RPE-02_3_K03,RPE-02,3,K03,sirna_524
HUVEC-03_4_N04,HUVEC-03,4,N04,sirna_1040
HUVEC-02_2_F16,HUVEC-02,2,F16,sirna_657
HUVEC-02_4_B21,HUVEC-02,4,B21,sirna_889
HEPG2-03_1_D23,HEPG2-03,1,D23,sirna_814
HEPG2-01_3_I10,HEPG2-01,3,I10,sirna_898
RPE-01_1_D15,RPE-01,1,D15,sirna_1102
HEPG2-07_3_J23,HEPG2-07,3,J23,sirna_729
HEPG2-07_1_E02,HEPG2-07,1,E02,sirna_907
HEPG2-06_1_B14,HEPG2-06,1,B14,sirna_416
HUVEC-04_3_O15,HUVEC-04,3,O15,sirna_382
HUVEC-02_2_O17,HUVEC-02,2,O17,sirna_758
HUVEC-11_1_J06,HUVEC-11,1,J06,sirna_801
HEPG2-02_2_E12,HEPG2-02,2,E12,sirna_875
HEPG2-04_4_E07,HEPG2-04,4,E07,sirna_371
RPE-01_2_F20,RPE-01,2,F20,sirna_242
HUVEC-07_1_B22,HUVEC-07,1,B22,sirna_620
HUVEC-03_4_K14,HUVEC-03,4,K14,sirna_460
HUVEC-07_3_L20,HUVEC-07,3,L20,sirna_1115
HEPG2-03_4_O09,HEPG2-03,4,O09,sirna_582
HEPG2-05_4_O04,HEPG2-05,4,O04,sirna_471
HUVEC-08_3_H16,HUVEC-08,3,H16,sirna_126
HUVEC-09_4_H13,HUVEC-09,4,H13,sirna_88
HUVEC-02_2_D06,HUVEC-02,2,D06,sirna_97
HUVEC-16_2_I08,HUVEC-16,2,I08,sirna_319
HEPG2-05_4_J09,HEPG2-05,4,J09,sirna_894
HEPG2-06_3_F05,HEPG2-06,3,F05,sirna_588
HUVEC-07_1_J04,HUVEC-07,1,J04,sirna_280
HEPG2-03_2_K07,HEPG2-03,2,K07,sirna_946
RPE-01_3_N08,RPE-01,3,N08,sirna_685
HUVEC-03_4_H08,HUVEC-03,4,H08,sirna_1061
U2OS-03_4_O18,U2OS-03,4,O18,sirna_443
HEPG2-01_1_K10,HEPG2-01,1,K10,sirna_693
HEPG2-04_1_O11,HEPG2-04,1,O11,sirna_1078
HUVEC-03_1_G19,HUVEC-03,1,G19,sirna_811
RPE-01_4_G18,RPE-01,4,G18,sirna_525
HEPG2-06_3_B11,HEPG2-06,3,B11,sirna_0
HUVEC-12_1_L17,HUVEC-12,1,L17,sirna_716
RPE-04_2_L21,RPE-04,2,L21,sirna_679
HEPG2-07_1_L05,HEPG2-07,1,L05,sirna_112
U2OS-02_3_B13,U2OS-02,3,B13,sirna_944
HUVEC-08_2_H04,HUVEC-08,2,H04,sirna_758
HEPG2-06_4_I04,HEPG2-06,4,I04,sirna_991
RPE-07_3_M18,RPE-07,3,M18,sirna_944
HEPG2-02_2_C16,HEPG2-02,2,C16,sirna_195
HEPG2-02_2_K09,HEPG2-02,2,K09,sirna_569
HUVEC-07_3_E04,HUVEC-07,3,E04,sirna_502
RPE-03_2_L17,RPE-03,2,L17,sirna_685
HUVEC-15_4_M14,HUVEC-15,4,M14,sirna_814
RPE-04_2_L06,RPE-04,2,L06,sirna_216
HUVEC-16_4_G13,HUVEC-16,4,G13,sirna_142
HEPG2-05_1_O03,HEPG2-05,1,O03,sirna_473
HUVEC-05_2_N19,HUVEC-05,2,N19,sirna_642
HUVEC-01_2_B05,HUVEC-01,2,B05,sirna_1043
HEPG2-05_4_B03,HEPG2-05,4,B03,sirna_208
HEPG2-05_2_C06,HEPG2-05,2,C06,sirna_353
HEPG2-04_2_C09,HEPG2-04,2,C09,sirna_835
HUVEC-07_3_E13,HUVEC-07,3,E13,sirna_715
HUVEC-07_2_C10,HUVEC-07,2,C10,sirna_938
U2OS-02_3_K12,U2OS-02,3,K12,sirna_958
HUVEC-13_1_L20,HUVEC-13,1,L20,sirna_336
HEPG2-01_1_K09,HEPG2-01,1,K09,sirna_298
HEPG2-05_4_M20,HEPG2-05,4,M20,sirna_641
U2OS-02_4_H14,U2OS-02,4,H14,sirna_1007
HUVEC-16_4_H20,HUVEC-16,4,H20,sirna_27
HUVEC-06_3_H14,HUVEC-06,3,H14,sirna_50
HUVEC-13_3_B07,HUVEC-13,3,B07,sirna_749
RPE-06_4_F16,RPE-06,4,F16,sirna_1065
HUVEC-13_4_H18,HUVEC-13,4,H18,sirna_547
HEPG2-01_2_K22,HEPG2-01,2,K22,sirna_324
HUVEC-06_3_E15,HUVEC-06,3,E15,sirna_394
HEPG2-02_4_M21,HEPG2-02,4,M21,sirna_19
HEPG2-01_4_L04,HEPG2-01,4,L04,sirna_563
HUVEC-10_3_F18,HUVEC-10,3,F18,sirna_212
HUVEC-08_1_N05,HUVEC-08,1,N05,sirna_437
RPE-06_3_B20,RPE-06,3,B20,sirna_93
HEPG2-07_4_C12,HEPG2-07,4,C12,sirna_152
HUVEC-13_1_G16,HUVEC-13,1,G16,sirna_22
RPE-01_3_I15,RPE-01,3,I15,sirna_268
HEPG2-02_3_I03,HEPG2-02,3,I03,sirna_567
HUVEC-03_3_G15,HUVEC-03,3,G15,sirna_804
RPE-04_3_J12,RPE-04,3,J12,sirna_954
HUVEC-06_4_E19,HUVEC-06,4,E19,sirna_989
HUVEC-08_3_K12,HUVEC-08,3,K12,sirna_1012
HUVEC-10_1_N04,HUVEC-10,1,N04,sirna_480
HUVEC-07_3_J16,HUVEC-07,3,J16,sirna_129
HUVEC-09_1_D23,HUVEC-09,1,D23,sirna_813
HEPG2-02_1_F09,HEPG2-02,1,F09,sirna_701
U2OS-03_3_K07,U2OS-03,3,K07,sirna_1031
HEPG2-07_2_J23,HEPG2-07,2,J23,sirna_320
HEPG2-06_3_F06,HEPG2-06,3,F06,sirna_423
HUVEC-14_4_D11,HUVEC-14,4,D11,sirna_302
HUVEC-01_2_C06,HUVEC-01,2,C06,sirna_342
RPE-04_3_L18,RPE-04,3,L18,sirna_987
RPE-02_4_E18,RPE-02,4,E18,sirna_1018
RPE-07_4_L06,RPE-07,4,L06,sirna_1006
U2OS-03_2_K13,U2OS-03,2,K13,sirna_655
U2OS-03_2_B11,U2OS-03,2,B11,sirna_233
HUVEC-09_2_E04,HUVEC-09,2,E04,sirna_523
HUVEC-12_1_K04,HUVEC-12,1,K04,sirna_498
HEPG2-07_2_N16,HEPG2-07,2,N16,sirna_1076
HUVEC-10_1_F18,HUVEC-10,1,F18,sirna_628
HUVEC-12_1_F14,HUVEC-12,1,F14,sirna_444
RPE-04_4_D21,RPE-04,4,D21,sirna_975
HUVEC-11_4_C05,HUVEC-11,4,C05,sirna_1028
HEPG2-04_2_I04,HEPG2-04,2,I04,sirna_130
HEPG2-01_1_I04,HEPG2-01,1,I04,sirna_562
U2OS-02_3_M09,U2OS-02,3,M09,sirna_111
HEPG2-05_1_B22,HEPG2-05,1,B22,sirna_586
HUVEC-14_2_N19,HUVEC-14,2,N19,sirna_352
HEPG2-04_2_O10,HEPG2-04,2,O10,sirna_68
RPE-06_4_M05,RPE-06,4,M05,sirna_1105
RPE-06_3_I12,RPE-06,3,I12,sirna_327
HEPG2-02_3_J16,HEPG2-02,3,J16,sirna_369
HUVEC-05_1_E17,HUVEC-05,1,E17,sirna_1078
RPE-03_1_H02,RPE-03,1,H02,sirna_774
HUVEC-16_2_O14,HUVEC-16,2,O14,sirna_860
RPE-06_3_I11,RPE-06,3,I11,sirna_955
HEPG2-05_3_H04,HEPG2-05,3,H04,sirna_1109
RPE-04_4_D12,RPE-04,4,D12,sirna_330
HEPG2-02_1_K20,HEPG2-02,1,K20,sirna_934
HUVEC-03_4_B10,HUVEC-03,4,B10,sirna_398
RPE-06_1_H10,RPE-06,1,H10,sirna_567
HEPG2-07_4_N09,HEPG2-07,4,N09,sirna_125
HUVEC-02_2_O13,HUVEC-02,2,O13,sirna_780
HUVEC-01_4_N15,HUVEC-01,4,N15,sirna_933
HUVEC-07_2_M23,HUVEC-07,2,M23,sirna_538
HUVEC-10_3_L16,HUVEC-10,3,L16,sirna_194
HUVEC-08_2_K18,HUVEC-08,2,K18,sirna_937
HUVEC-07_1_L20,HUVEC-07,1,L20,sirna_644
U2OS-02_2_B11,U2OS-02,2,B11,sirna_697
HUVEC-13_4_J16,HUVEC-13,4,J16,sirna_1032
HUVEC-02_3_E16,HUVEC-02,3,E16,sirna_446
RPE-02_2_L05,RPE-02,2,L05,sirna_867
HUVEC-10_2_J09,HUVEC-10,2,J09,sirna_32
HUVEC-01_4_K10,HUVEC-01,4,K10,sirna_1074
HUVEC-07_2_K02,HUVEC-07,2,K02,sirna_1086
RPE-04_1_F02,RPE-04,1,F02,sirna_863
HUVEC-06_4_N07,HUVEC-06,4,N07,sirna_762
HUVEC-07_4_K22,HUVEC-07,4,K22,sirna_233
HUVEC-10_4_G08,HUVEC-10,4,G08,sirna_439
RPE-03_3_L13,RPE-03,3,L13,sirna_507
RPE-07_2_G05,RPE-07,2,G05,sirna_138
U2OS-02_1_K03,U2OS-02,1,K03,sirna_504
HUVEC-04_1_L18,HUVEC-04,1,L18,sirna_670
HEPG2-04_3_K14,HEPG2-04,3,K14,sirna_497
RPE-07_3_M13,RPE-07,3,M13,sirna_1052
HEPG2-07_4_O13,HEPG2-07,4,O13,sirna_713
U2OS-02_2_K13,U2OS-02,2,K13,sirna_1039
RPE-06_3_H12,RPE-06,3,H12,sirna_1104
HUVEC-04_1_N13,HUVEC-04,1,N13,sirna_845
HUVEC-15_2_G11,HUVEC-15,2,G11,sirna_273
RPE-03_1_F18,RPE-03,1,F18,sirna_922
RPE-07_1_F21,RPE-07,1,F21,sirna_475
HUVEC-02_1_G05,HUVEC-02,1,G05,sirna_1123
HEPG2-01_1_C13,HEPG2-01,1,C13,sirna_163
RPE-03_4_K05,RPE-03,4,K05,sirna_312
HUVEC-14_2_K21,HUVEC-14,2,K21,sirna_442
